5.000000000000000000e+00,3.220000000000000206e-04
7.500000000000000000e+00,-2.040000000000000119e-05
1.000000000000000000e+01,-1.430000000000000064e-04
1.250000000000000000e+01,-1.630000000000000047e-04
1.500000000000000000e+01,-2.660000000000000146e-04
2.710000000000000142e+01,-1.230000000000000082e-04
3.048000000000000043e+01,7.220000000000000669e-05
3.386999999999999744e+01,2.180000000000000134e-04
3.725000000000000000e+01,3.159999999999999832e-04
6.096000000000000085e+01,3.939999999999999817e-04
