3.706799999999999873e+00,3.940000000000000169e-01
3.709400000000000031e+00,4.749999999999999778e-01
3.712800000000000100e+00,5.620000000000000551e-01
3.717000000000000082e+00,6.420000000000000151e-01
3.722300000000000164e+00,7.059999999999999609e-01
3.729000000000000092e+00,7.570000000000000062e-01
3.737299999999999844e+00,7.960000000000000409e-01
3.747799999999999798e+00,8.249999999999999556e-01
3.760899999999999910e+00,8.529999999999999805e-01
3.777400000000000091e+00,8.790000000000000036e-01
3.798099999999999810e+00,9.070000000000000284e-01
3.824100000000000055e+00,9.370000000000000551e-01
3.856799999999999784e+00,9.689999999999999725e-01
3.897699999999999942e+00,1.000000000000000000e+00
3.949100000000000055e+00,1.050000000000000044e+00
4.013600000000000279e+00,1.080000000000000071e+00
4.094599999999999795e+00,1.120000000000000107e+00
4.196299999999999919e+00,1.139999999999999902e+00
